B sxx sxy
63.50000 3938665.516261147800833 572465.945187260978855
64.00000 3934668.252604776527733 575679.771553583792411
64.50000 3930662.637168603949249 578872.454150107107125
65.00000 3926649.471630688291043 582044.041156260296702
65.50000 3922627.761416411027312 585194.581656485213898
66.00000 3918598.312885429244488 588324.126474117045291
66.50000 3914561.325783949345350 591432.727566526620649
67.00000 3910516.997631998267025 594520.438157793367282
67.50000 3906465.523696456104517 597587.312703034956940
68.00000 3902407.096979662310332 600633.406860682880506
68.50000 3898341.908252270892262 603658.777467059087940
69.00000 3894270.146132153458893 606663.482520321384072
69.50000 3890191.997018973343074 609647.581142196548171
70.00000 3886107.645201385952532 612611.133565150899813
70.50000 3882017.272753734141588 615554.201089946785942
71.00000 3877921.059705283492804 618476.846080237068236
71.50000 3873819.183936397545040 621379.131922609987669
72.00000 3869711.821242362260818 624261.123003896907903
72.50000 3865599.145397704094648 627122.884697415982373
73.00000 3861481.328085142187774 629964.483322444604710
73.50000 3857358.538952796719968 632785.986125672119670
74.00000 3853230.945686216931790 635587.461265394231305
74.50000 3849098.713929844088852 638368.977773709804751
75.00000 3844962.007357875350863 641130.605537850176916
75.50000 3840820.987711639609188 643872.415280987392180
76.00000 3836675.814725921023637 646594.478523690020666
76.50000 3832527.236956663429737 649296.867715768283233
77.00000 3828374.222662530839443 651979.655668930849060
77.50000 3824217.523028619121760 654642.916322052362375
78.00000 3820057.290257884655148 657286.724203237099573
78.50000 3815893.674618168734014 659911.154521955526434
79.00000 3811726.824634401127696 662516.283174077281728
79.50000 3807556.886912308633327 665102.186683869571425
80.00000 3803384.006316572427750 667668.942217347444966
80.50000 3799208.325899107847363 670216.627536080661230
81.00000 3795029.986891367472708 672745.320977162453346
81.50000 3790849.128838127478957 675255.101451492519118
82.00000 3786665.889491684734821 677746.048400779720396
82.50000 3782480.404894783627242 680218.241790345055051
83.00000 3778292.809365860186517 682671.762080351007171
83.50000 3774103.235510365106165 685106.690208466257900
84.00000 3769911.814299263060093 687523.107578351511620
84.50000 3765718.674967071507126 689921.096020488068461
85.00000 3761523.945147451013327 692300.737792829982936
85.50000 3757327.750814676284790 694662.115551299531944
86.00000 3753130.216325823217630 697005.312329257023521
86.50000 3748931.464440753683448 699330.411527824122459
87.00000 3744731.616325125098228 701637.496890800655819
87.50000 3740530.791560093872249 703926.652484942809679
88.00000 3736329.108179910108447 706197.962691334891133
88.50000 3732126.682666292879730 708451.512179263285361
89.00000 3727923.629959155805409 710687.385891069890931
89.50000 3723720.063503228127956 712905.669031904544681
90.00000 3719516.095209520775825 715106.447038343409076
90.50000 3715311.835504875984043 717289.805575940175913
91.00000 3711107.393356727436185 719455.830518156872131
91.50000 3706903.292248723562807 721604.608031302690506
92.00000 3702698.801644180901349 723736.224160023150034
92.50000 3698494.446848421357572 725850.765405007638037
93.00000 3694290.331068833358586 727948.318318936508149
93.50000 3690086.556128051597625 730028.969586951774545
94.00000 3685883.222428338602185 732092.806008097599261
94.50000 3681680.429017854854465 734139.914488239330240
95.00000 3677478.273589323740453 736170.382026699720882
95.50000 3673276.852450973819941 738184.295689168036915
96.00000 3669076.260623678099364 740181.742617604322731
96.50000 3664876.591795919928700 742162.809999793767929
97.00000 3660677.938290153630078 744127.585049614077434
97.50000 3656480.391221008729190 746076.155025560874492
98.00000 3652284.040339950472116 748008.607179178623483
98.50000 3648088.974189272150397 749925.028775503276847
99.00000 3643895.280050106346607 751825.507067820755765
99.50000 3639703.043925457168370 753710.129279167042114
100.00000 3635512.350657434668392 755578.982612641877495
100.50000 3631323.283799164928496 757432.154211544897407
101.00000 3627135.925770340487361 759269.731179952039383
101.50000 3622950.357759252190590 761091.800546596874483
102.00000 3618766.659783324226737 762898.449266533018090
102.50000 3614584.910682981833816 764689.764206053339876
103.00000 3610405.188177856616676 766465.832144634216093
103.50000 3606227.568794333375990 768226.739744792575948
104.00000 3602052.127985709812492 769972.573566521750763
104.50000 3597878.940073701087385 771703.420044865459204
105.00000 3593708.078241365496069 773419.365475979400799
105.50000 3589539.614646128844470 775120.496028189314529
106.00000 3585373.620284921955317 776806.897703829337843
106.50000 3581210.165144184138626 778478.656360373832285
107.00000 3577049.318133149761707 780135.857685282360762
107.50000 3572891.147095830645412 781778.587188804522157
108.00000 3568735.718899309169501 783406.930211387109011
108.50000 3564583.099321097601205 785020.971892464323901
109.00000 3560433.353205611929297 786620.797193299396895
109.50000 3556286.544350885786116 788206.490863206447102
110.00000 3552142.735585825983435 789778.137447828892618
110.50000 3548001.988750165328383 791335.821274520130828
111.00000 3543864.364710407797247 792879.626448536291718
111.50000 3539730.333538095932454 794409.636947965598665
112.00000 3535599.130978660658002 795925.936229889746755
112.50000 3531471.228205524384975 797428.607792234863155
113.00000 3527346.682335313875228 798917.734795679687522
113.50000 3523225.549541394226253 800393.400143145699985
114.00000 3519107.885153331793845 801855.686495330766775
114.50000 3514993.743562864605337 803304.676241976791061
115.00000 3510883.178327023517340 804740.451516913599335
115.50000 3506776.242080268450081 806163.094171464093961
116.00000 3502672.986617138609290 807572.685787491733208
116.50000 3498573.462915785610676 808969.307672609458677
117.00000 3494477.721068468876183 810353.040840825648047
117.50000 3490385.810377396177500 811723.966026115696877
118.00000 3486297.779276180546731 813082.163658794597723
118.50000 3482213.675420530140400 814427.713878847891465
119.00000 3478133.545655918773264 815760.696526056155562
119.50000 3474057.436014555860311 817081.191130615421571
120.00000 3469985.391771099530160 818389.276921282988042
120.50000 3465917.457416706718504 819685.032815720303915
121.00000 3461853.676692232489586 820968.537418790743686
121.50000 3457794.092554924078286 822239.869013536139391
122.00000 3453738.747244984842837 823499.105568854720332
122.50000 3449687.682265139184892 824746.324732396285981
123.00000 3445640.938375699799508 825981.603823245968670
123.50000 3441598.555635067168623 827205.019835131359287
124.00000 3437560.573361788876355 828416.649425361305475
124.50000 3433527.030204305890948 829616.568924930179492
125.00000 3429497.964081871788949 830804.854321178980172
125.50000 3425473.412234436720610 831981.581266649882309
126.00000 3421453.411241136956960 833146.825076282490045
126.50000 3417437.996970732696354 834300.660713122808374
127.00000 3413427.204674862325191 835443.162809139001183
127.50000 3409421.068936559371650 836574.405645129620098
128.00000 3405419.623686972539872 837694.463154417229816
128.50000 3401422.902235701214522 838803.408923021866940
129.00000 3397430.937257647048682 839901.316186593146995
129.50000 3393443.760835211258382 840988.257836886798032
130.00000 3389461.404400680214167 842064.306403203983791
130.50000 3385483.898834707215428 843129.534075531642884
131.00000 3381511.274352193344384 844184.012671211035922
131.50000 3377543.560644833371043 845227.813669361057691
132.00000 3373580.786790699698031 846261.008184939972125
132.50000 3369622.981275303754956 847283.666967524564825
133.00000 3365670.172049428801984 848295.860421356046572
133.50000 3361722.386453478597105 849297.658575240988284
134.00000 3357779.651311954483390 850289.131107249995694
134.50000 3353841.992873598821461 851270.347329140524380
135.00000 3349909.436870410572737 852241.376195868826471
135.50000 3345982.008499259594828 853202.286303273867816
136.00000 3342059.732407074421644 854153.145876563619822
136.50000 3338142.632737055886537 855094.022782490006648
137.00000 3334230.733127331361175 856024.984530175803229
137.50000 3330324.056715170852840 856946.098265192005783
138.00000 3326422.895529411733150 857857.430830373312347
138.50000 3322526.730815321207047 858759.048509712680243
139.00000 3318635.855721749830991 859651.017431273940019
139.50000 3314750.291404637508094 860533.403285557869822
140.00000 3310870.058564967941493 861406.271406435989775
140.50000 3306995.177419286221266 862269.686761091230437
141.00000 3303125.667735225521028 863123.713957309606485
141.50000 3299261.548830341082066 863968.417241737013683
142.00000 3295402.839552948717028 864803.860494771623053
142.50000 3291549.558307220228016 865630.107232697191648
143.00000 3287701.723083575721830 866447.220618186518550
143.50000 3283859.351397973950952 867255.263440504204482
144.00000 3280022.460368452128023 868054.298136803321540
144.50000 3276191.066682079806924 868844.386783330002800
145.00000 3272365.186612930614501 869625.591095251380466
145.50000 3268544.836025197058916 870397.972433723392896
146.00000 3264730.030374944675714 871161.591796911670826
146.50000 3260920.784713838249445 871916.509826866444200
147.00000 3257117.113719442393631 872662.786813142127357
147.50000 3253319.031660238280892 873400.482686307630502
148.00000 3249526.552437985315919 874129.657026225468144
148.50000 3245739.689548848662525 874850.369047653395683
149.00000 3241958.456152342725545 875562.677627559634857
149.50000 3238182.865020723547786 876266.641280840965919
150.00000 3234412.928563889581710 876962.318174904794432
