B sxx sxy
87.00000 9345902.170288393273950 3939952.339699234347790
87.50000 9310144.192781712859869 3930885.045914613176137
88.00000 9274650.427855215966702 3921830.080254968721420
88.50000 9239418.103742020204663 3912788.094549797475338
89.00000 9204444.484908545389771 3903759.716995202936232
89.50000 9169726.872790757566690 3894745.553882163017988
90.00000 9135262.600845092907548 3885746.187508246395737
90.50000 9101049.034473996609449 3876762.176726515404880
91.00000 9067083.573512921109796 3867794.059616273734719
91.50000 9033363.651315027847886 3858842.353944679256529
92.00000 8999886.734176099300385 3849907.557754109147936
92.50000 8966650.320550354197621 3840990.149767484981567
93.00000 8933651.940768308937550 3832090.590103288646787
93.50000 8900889.156490499153733 3823209.320790045894682
94.00000 8868359.560219049453735 3814346.766297670081258
94.50000 8836060.774992693215609 3805503.334169596433640
95.00000 8803990.453846642747521 3796679.415476571768522
95.50000 8772146.279479438439012 3787875.385388863272965
96.00000 8740525.963772790506482 3779091.603630305267870
96.50000 8709127.247447745874524 3770328.415004040114582
97.00000 8677947.899618491530418 3761586.149831396993250
97.50000 8646985.717410450801253 3752865.124415013939142
98.00000 8616238.525559060275555 3744165.641472382005304
98.50000 8585704.176045948639512 3735487.990575870964676
99.00000 8555380.547704493626952 3726832.448556703981012
99.50000 8525265.545826630666852 3718199.279892552178353
100.00000 8495357.101823307573795 3709588.737116067204624
100.50000 8465653.513447938486934 3701001.073411833029240
101.00000 8436152.079280447214842 3692436.494721245020628
101.50000 8406851.150271557271481 3683895.231484767515212
102.00000 8377748.758628867566586 3675377.492042819038033
102.50000 8348842.960871658287942 3666883.474534484557807
103.00000 8320131.837506459094584 3658413.367229129187763
103.50000 8291613.492671043612063 3649967.348823723848909
104.00000 8263286.053819800727069 3641545.588755361270159
104.50000 8235147.671380446292460 3633148.247481967322528
105.00000 8207196.518448594957590 3624775.476776525843889
105.50000 8179430.790449082851410 3616427.419987114612013
106.00000 8151848.704838735051453 3608104.212313205003738
106.50000 8124448.500784236937761 3599805.981054185424000
107.00000 8097228.438870657235384 3591532.845867693424225
107.50000 8070186.800786065869033 3583284.919001212809235
108.00000 8043321.889037155546248 3575062.305534228216857
108.50000 8016632.026650193147361 3566865.103600511793047
109.00000 7990115.556885487399995 3558693.404609438031912
109.50000 7963770.842958491295576 3550547.293462890665978
110.00000 7937596.267752368934453 3542426.848756411112845
110.50000 7911590.233548083342612 3534332.142983540426940
111.00000 7885751.161753579974174 3526263.242730736266822
111.50000 7860077.492633882910013 3518220.208864212967455
112.00000 7834567.685050439089537 3510203.096714299172163
112.50000 7809220.216199658811092 3502211.956252149306238
113.00000 7784033.581362172029912 3494246.832264281809330
113.50000 7759006.293645079247653 3486307.764516069553792
114.00000 7734136.883738731965423 3478394.787916331086308
114.50000 7709423.899670612066984 3470507.932673568837345
115.00000 7684865.906565996818244 3462647.224448533263057
115.50000 7660461.486410893499851 3454812.684502756223083
116.00000 7636209.237818158231676 3447004.329840912483633
116.50000 7612107.775798891671002 3439222.173350841272622
117.00000 7588155.731534962542355 3431466.223938262555748
117.50000 7564351.752156374976039 3423736.486657730303705
118.00000 7540694.500523514114320 3416032.962840644177049
118.50000 7517182.655008323490620 3408355.650217103306204
119.00000 7493814.909282669425011 3400704.543036648072302
119.50000 7470589.972108733840287 3393079.632184060290456
120.00000 7447506.567130756564438 3385480.905292022973299
120.50000 7424563.432673693634570 3377908.346850559115410
121.00000 7401759.321540630422533 3370361.938313063234091
121.50000 7379093.000811992213130 3362841.658199047204107
122.00000 7356563.251648538745940 3355347.482194328680634
122.50000 7334168.869064236059785 3347879.383245978504419
123.00000 7311908.661598071455956 3340437.331646224018186
123.50000 7289781.450833530165255 3333021.295067429542542
124.00000 7267786.071862219832838 3325631.238621616270393
124.50000 7245921.373608590103686 3318267.125070424750447
125.00000 7224186.217952986247838 3310928.914907563943416
125.50000 7202579.479534804821014 3303616.566424522548914
126.00000 7181100.045629207976162 3296330.035793552640826
126.50000 7159746.815976899117231 3289069.277143391314894
127.00000 7138518.702587183564901 3281834.242617391981184
127.50000 7117414.629706400446594 3274624.882514050696045
128.00000 7096433.533564732410014 3267441.145330762490630
128.50000 7075574.363729988224804 3260282.978896114509553
129.00000 7054836.081375790759921 3253150.329600221943110
129.50000 7034217.656527361832559 3246043.140290567651391
130.00000 7013718.070546619594097 3238961.352048329543322
130.50000 6993336.316602459177375 3231904.904825195670128
131.00000 6973071.399203856475651 3224873.737313495483249
131.50000 6952922.333785716444254 3217867.786812928039581
132.00000 6932888.146614239551127 3210886.989323408342898
132.50000 6912967.874593442305923 3203931.279560055118054
133.00000 6893160.565071597695351 3197000.590965166222304
133.50000 6873465.275776931084692 3190094.855812255293131
134.00000 6853881.074642483144999 3183214.005225769709796
134.50000 6834407.039680106565356 3176357.969233296345919
135.00000 6815042.258828788064420 3169526.676796280313283
135.50000 6795785.829846911132336 3162720.055870909709483
136.00000 6776636.860160754993558 3155938.033433176577091
136.50000 6757594.466795866377652 3149180.535563496407121
137.00000 6738657.776188486255705 3142447.487438716925681
137.50000 6719825.924070727080107 3135738.813376879319549
138.00000 6701098.055402603931725 3129054.436914665158838
138.50000 6682473.324196066707373 3122394.280801451765001
139.00000 6663950.893442285247147 3115758.267068050801754
139.50000 6645529.934953453019261 3109146.317029192578048
140.00000 6627209.629291112534702 3102558.351348840165883
140.50000 6608989.165622768923640 3095994.290049116592854
141.00000 6590867.741641195490956 3089454.052564039360732
141.50000 6572844.563422623090446 3082937.557745606172830
142.00000 6554918.845347446389496 3076444.723914308007807
142.50000 6537089.809990942478180 3069975.468885126058012
143.00000 6519356.688008468598127 3063529.709987754467875
143.50000 6501718.718033747747540 3057107.364093851763755
144.00000 6484175.146598990075290 3050708.347659935243428
144.50000 6466725.228006517514586 3044332.576730439905077
145.00000 6449368.224255414679646 3037979.966981886420399
145.50000 6432103.404926051385701 3031650.433732235804200
146.00000 6414930.047106799669564 3025343.891981016844511
146.50000 6397847.435278157703578 3019060.256415281910449
147.00000 6380854.861232507042587 3012799.441440631169826
147.50000 6363951.623986175283790 3006561.361205161083490
148.00000 6347137.029677983373404 3000345.929611260537058
148.50000 6330410.391497439704835 2994153.060348084196448
149.00000 6313771.029581233859062 2987982.666898848954588
149.50000 6297218.270937287248671 2981834.662567145191133
150.00000 6280751.449356601573527 2975708.960492785554379
