B sxx sxy
119.50000 8566741.138228911906481 4327986.597497740760446
120.00000 8536213.010885015130043 4314565.418691799044609
120.50000 8505901.480743644759059 4301224.694588884711266
121.00000 8475804.257674496620893 4287963.740211198106408
121.50000 8445919.083579314872622 4274781.877662436105311
122.00000 8416243.731836931779981 4261678.436052720993757
122.50000 8386776.006759746931493 4248652.751423481851816
123.00000 8357513.743061232380569 4235704.166673420928419
123.50000 8328454.805334405042231 4222832.031484443694353
124.00000 8299597.087540882639587 4210035.702248625457287
124.50000 8270938.512510765343904 4197314.541995107196271
125.00000 8242477.031451547518373 4184667.920318137854338
125.50000 8214210.623468138277531 4172095.213305201381445
126.00000 8186137.295092048123479 4159595.803465956356376
126.50000 8158255.079819608479738 4147169.079661727882922
127.00000 8130562.037660206668079 4134814.437035336624831
127.50000 8103056.254693281836808 4122531.276941998396069
128.00000 8075735.842633186839521 4110319.006880386732519
128.50000 8048598.938404493033886 4098177.040424304082990
129.00000 8021643.703724025748670 4086104.797155419364572
129.50000 7994868.324691865593195 4074101.702596078626812
130.00000 7968271.011390327475965 4062167.188143074046820
130.50000 7941849.997490846551955 4050300.691001837141812
131.00000 7915603.539868100546300 4038501.654121408704668
131.50000 7889529.918222424574196 4026769.526129978243262
132.00000 7863627.434708341956139 4015103.761271038092673
132.50000 7837894.413571895100176 4003503.819340094923973
133.00000 7812329.200793143361807 3991969.165622264146805
133.50000 7786930.163737312890589 3980499.270830169320107
134.00000 7761695.690810964442790 3969093.611042675096542
134.50000 7736624.191126205958426 3957751.667644305620342
135.00000 7711714.094170121476054 3946472.927265072241426
135.50000 7686963.849481152370572 3935256.881721125915647
136.00000 7662371.926331439055502 3924103.027955902740359
136.50000 7637936.813415171578526 3913010.867982126306742
137.00000 7613657.018542329780757 3901979.908824004232883
137.50000 7589531.068339207209647 3891009.662460580933839
138.00000 7565557.507953510619700 3880099.645769339986145
138.50000 7541734.900765412487090 3869249.380470421630889
139.00000 7518061.828104009851813 3858458.393071783706546
139.50000 7494536.888968706130981 3847726.214814506471157
140.00000 7471158.699756378307939 3837052.381619150750339
140.50000 7447925.893992783501744 3826436.434032402932644
141.00000 7424837.122069309465587 3815877.917174500413239
141.50000 7401891.050984837114811 3805376.380687152966857
142.00000 7379086.364091560244560 3794931.378682055510581
142.50000 7356421.760846248827875 3784542.469690123107284
143.00000 7333895.956565124914050 3774209.216611098498106
143.50000 7311507.682184199802577 3763931.186663980595767
144.00000 7289255.684023275971413 3753707.951337783131748
144.50000 7267138.723554247058928 3743539.086343048140407
145.00000 7245155.577173435129225 3733424.171563817188144
145.50000 7223305.035978706553578 3723362.791010205168277
146.00000 7201585.905549746006727 3713354.532771616708487
146.50000 7179997.005732454359531 3703398.988970226142555
147.00000 7158537.170427622273564 3693495.755715460516512
147.50000 7137205.247382747940719 3683644.433058503549546
148.00000 7116000.097987724468112 3673844.624947807751596
148.50000 7094920.597074421122670 3664095.939184802118689
149.00000 7073965.632719162851572 3654397.987380233593285
149.50000 7053134.106049296446145 3644750.384911180473864
150.00000 7032424.931052712723613 3635152.750878306571394
