B sxx sxy
23.00000 35999479.596545904874802 15399586.206208011135459
23.50000 35473370.603875651955605 15257342.480109630152583
24.00000 34962035.932787604629993 15116321.285183526575565
24.50000 34464885.904030591249466 14976616.906662229448557
25.00000 33981359.941916614770889 14838308.773051876574755
25.50000 33510924.979070343077183 14701463.232096053659916
26.00000 33053075.255462031811476 14566135.180009935051203
26.50000 32607325.613109447062016 14432369.194854926317930
27.00000 32173218.110134068876505 14300201.099899930879474
27.50000 31750315.391370054334402 14169658.816007258370519
28.00000 31338200.832529500126839 14040763.361621610820293
28.50000 30936477.404226738959551 13913529.690263558179140
29.00000 30544766.601779568940401 13787967.431312691420317
29.50000 30162707.437355831265450 13664081.545616984367371
30.00000 29789955.491192243993282 13541872.906077029183507
30.50000 29426182.018608007580042 13421338.812047559767962
31.00000 29071073.109606675803661 13302473.445284243673086
31.50000 28724328.897777672857046 13185268.274252030998468
32.00000 28385662.793764565140009 13069712.410030931234360
32.50000 28054800.771353330463171 12955792.904832758009434
33.00000 27731480.814432978630066 12843495.055653458461165
33.50000 27415452.325256802141666 12732802.749429950490594
34.00000 27106475.304612532258034 12623698.523753736168146
34.50000 26804319.929559048265219 12516163.808359885588288
35.00000 26508766.073698889464140 12410179.144295560196042
35.50000 26219602.790748577564955 12305724.319893110543489
36.00000 25936627.852621089667082 12202778.507098402827978
36.50000 25659647.315425146371126 12101320.383292410522699
37.00000 25388475.110300499945879 12001328.239247795194387
37.50000 25122932.657307058572769 11902780.074553435668349
38.00000 24862848.501184694468975 11805653.682051721960306
38.50000 24608057.967425934970379 11709926.722323892638087
39.00000 24358402.837471622973680 11615576.789340954273939
39.50000 24113731.041919231414795 11522581.468287345021963
40.00000 23873896.370518602430820 11430918.386296957731247
40.50000 23638758.198015663772821 11340565.256934737786651
41.00000 23408181.224883038550615 11251499.919087920337915
41.50000 23182035.231958493590355 11163700.370812153443694
42.00000 22960194.848263029009104 11077144.798749236389995
42.50000 22742541.593630127608776 10991812.404218144714832
43.00000 22528954.707649264484644 10907680.306202072650194
43.50000 22319324.273957788944244 10824728.118910206481814
44.00000 22113542.228492230176926 10742935.003958223387599
44.50000 21911504.365385189652443 10662280.406618883833289
45.00000 21713110.168657023459673 10582744.066872635856271
45.50000 21518262.652491148561239 10504306.028455708175898
46.00000 21326868.209593363106251 10426946.646119954064488
46.50000 21138836.467172749340534 10350646.591305386275053
47.00000 20954080.150108445435762 10275386.856398889794946
47.50000 20772514.950901761651039 10201148.757743708789349
48.00000 20594059.406027555465698 10127913.937537612393498
48.50000 20418634.778326611965895 10055664.364750966429710
49.00000 20246164.945109445601702 9984382.335177160799503
49.50000 20076576.291648849844933 9914050.470720866695046
50.00000 19909797.609772771596909 9844651.718014318495989
50.50000 19745760.001272626221180 9776169.346445703878999
51.00000 19584396.785875424742699 9708586.945674469694495
51.50000 19425643.413524061441422 9641888.422699527814984
52.00000 19269437.380743823945522 9576057.998539984226227
52.50000 19115718.150873668491840 9511080.204583233222365
53.00000 18964427.077958997339010 9446939.878646852448583
53.50000 18815507.334115337580442 9383622.160798713564873
54.00000 18668903.840180944651365 9321112.488973211497068
54.50000 18524563.199488379061222 9259396.594417961314321
55.00000 18382433.634593773633242 9198460.497001476585865
55.50000 18242464.926815193146467 9138290.500410579144955
56.00000 18104608.358433526009321 9078873.187260458245873
56.50000 17968816.657425373792648 9020195.414140356704593
57.00000 17835043.944598324596882 8962244.306613380089402
57.50000 17703245.683010131120682 8905007.254188979044557
58.00000 17573378.629558827728033 8848471.905282070860267
58.50000 17445400.788635458797216 8792626.162172706797719
59.00000 17319271.367740437388420 8737458.175979383289814
59.50000 17194950.734966758638620 8682956.341654403135180
60.00000 17072400.378262341022491 8629109.293012814596295
60.50000 16951582.866376716643572 8575905.897800860926509
61.00000 16832461.811412565410137 8523335.252813121303916
61.50000 16715001.832500092685223 8471386.679049296304584
62.00000 16599168.502389652654529 8420049.713728642091155
62.50000 16484928.331675140187144 8369314.095791026018560
63.00000 16372248.778901334851980 8319169.781176052987576
63.50000 16261098.234225988388062 8269606.996825515292585
64.00000 16151445.826493432745337 8220616.095115731470287
64.50000 16043261.532540511339903 8172187.635896787047386
65.00000 15936516.132364781573415 8124312.378957566805184
65.50000 15831181.174273056909442 8076981.272708961740136
66.00000 15727228.949292657896876 8030185.449443089775741
66.50000 15624632.467160850763321 7983916.221192502416670
67.00000 15523365.433234760537744 7938165.075670178048313
67.50000 15423402.226316755637527 7892923.672324442304671
68.00000 15324717.877336049452424 7848183.838489781133831
68.50000 15227288.048782577738166 7803937.565575010143220
69.00000 15131089.014940809458494 7760177.005360775627196
69.50000 15036097.642901325598359 7716894.466413064859807
70.00000 14942291.374186573550105 7674082.410500665195286
70.50000 14849648.207095269113779 7631733.449129363521934
71.00000 14758146.679740792140365 7589840.340197124518454
71.50000 14667765.853603508323431 7548395.984635265544057
72.00000 14578485.297745462507010 7507393.423188053071499
72.50000 14490285.073573037981987 7466825.833247913978994
73.00000 14403145.720166629180312 7426686.525786172598600
73.50000 14317048.240070344880223 7386968.942301611416042
74.00000 14231974.085641726851463 7347666.651892746798694
74.50000 14147905.145862797275186 7308773.348382292315364
75.00000 14064823.733592875301838 7270282.847495596855879
75.50000 13982712.573285512626171 7232189.084124453365803
76.00000 13901554.789115494117141 7194486.109644350595772
76.50000 13821333.893529023975134 7157168.089310076087713
77.00000 13742033.776156606152654 7120229.299689703620970
77.50000 13663638.693128524348140 7083664.126183261163533
78.00000 13586133.256737509742379 7047467.060590105131269
78.50000 13509502.425451427698135 7011632.698736829683185
79.00000 13433731.494257062673569 6976155.738162145018578
79.50000 13358806.085328530520201 6941030.975860821083188
80.00000 13284712.138996699824929 6906253.306076086126268
80.50000 13211435.905022354796529 6871817.718151712790132
81.00000 13138963.934149049222469 6837719.294433045201004
81.50000 13067283.069933289662004 6803953.208219714462757
82.00000 12996380.440837007015944 6770514.721768133342266
82.50000 12926243.452574947848916 6737399.184342558495700
83.00000 12856859.780706292018294 6704602.030313096009195
83.50000 12788217.363462843000889 6672118.777300703339279
84.00000 12720307.291025938466191 6639947.348101510666311
84.50000 12653112.304347302764654 6608078.860105181112885
85.00000 12586623.896917458623648 6576511.309642965905368
85.50000 12520830.990356694906950 6545240.529680200852454
86.00000 12455722.736337261274457 6514262.427809107117355
86.50000 12391288.510654626414180 6483572.984646781347692
87.00000 12327517.907480480149388 6453168.252272495999932
87.50000 12264400.733791386708617 6423044.352702936157584
88.00000 12201927.003966474905610 6393197.476403818465769
88.50000 12140086.934549354016781 6363623.880837575532496
89.00000 12078870.939166409894824 6334319.889045807532966
89.50000 12018269.623598132282495 6305281.888265926390886
90.00000 11958273.780997132882476 6276506.328580914996564
90.50000 11898874.387248119339347 6247989.721601246856153
91.00000 11840062.596463663503528 6219728.639178578741848
91.50000 11781829.736614117398858 6191719.712150071747601
92.00000 11724167.305283350870013 6163959.629111841320992
92.50000 11667066.965549713000655 6136445.135223105549812
93.00000 11610520.541984638199210 6109173.031037065200508
93.50000 11554520.016767852008343 6082140.171360422857106
94.00000 11499057.525912744924426 6055343.464139524847269
94.50000 11444125.355600833892822 6028779.869372836314142
95.00000 11389715.938618896529078 6002446.398048667237163
95.50000 11335821.850898588076234 5976340.111108476296067
96.00000 11282435.808151306584477 5950458.118433694355190
96.50000 11229550.662599889561534 5924797.577856660820544
97.00000 11177159.399798531085253 5899355.694194518961012
97.50000 11125255.135543966665864 5874129.718305528163910
98.00000 11073831.112870026379824 5849116.946167157962918
98.50000 11022880.699125265702605 5824314.717975815758109
99.00000 10972397.383130928501487 5799720.417266878299415
99.50000 10922374.772416876628995 5775331.470055513083935
100.00000 10872806.590530941262841 5751145.343996596522629
100.50000 10823686.674422996118665 5727159.547564771026373
101.00000 10775008.971897762268782 5703371.629252061247826
101.50000 10726767.539136836305261 5679779.176784778013825
102.00000 10678956.538286557421088 5656379.816357708536088
102.50000 10631570.235109126195312 5633171.211885724216700
103.00000 10584602.996697591617703 5610151.064272634685040
103.50000 10538049.289249159395695 5587317.110695917159319
104.00000 10491903.675897719338536 5564667.123907906003296
104.50000 10446160.814603058621287 5542198.911552845500410
105.00000 10400815.456094400957227 5519910.315498792566359
105.50000 10355862.441867837682366 5497799.211184511892498
106.00000 10311296.702234443277121 5475863.506981290876865
106.50000 10267113.254419371485710 5454101.143568173050880
107.00000 10223307.200709016993642 5432510.093321862630546
107.50000 10179873.726645011454821 5411088.359719322994351
108.00000 10136808.099265215918422 5389833.976754104718566
108.50000 10094105.665387408807874 5368745.008365006186068
109.00000 10051761.849937364459038 5347819.547877670265734
109.50000 10009772.154318092390895 5327055.717457695864141
110.00000 9968132.154820285737514 5306451.667576746083796
110.50000 9926837.501071291044354 5286005.576489032246172
111.00000 9885883.914523871615529 5265715.649719723500311
111.50000 9845267.186980005353689 5245580.119564589112997
112.00000 9804983.179153440520167 5225597.244599845260382
112.50000 9765027.819265320897102 5205765.309203028678894
113.00000 9725397.101674728095531 5186082.623083507642150
113.50000 9686087.085542606189847 5166547.520823720842600
114.00000 9647093.893527528271079 5147158.361429840326309
114.50000 9608413.710512785241008 5127913.527891715057194
115.00000 9570042.782364439219236 5108811.426752273924649
115.50000 9531977.414718156680465 5089850.487686445005238
116.00000 9494213.971795853227377 5071029.163088144734502
116.50000 9456748.875249400734901 5052345.927666534669697
117.00000 9419578.603031987324357 5033799.278050499968231
117.50000 9382699.688296390697360 5015387.732401145622134
118.00000 9346108.718317825347185 4997109.830032889731228
118.50000 9309802.333443300798535 4978964.131041880697012
119.00000 9273777.226064164191484 4960949.215942202135921
119.50000 9238030.139613335952163 4943063.685309746302664
120.00000 9202557.867584863677621 4925306.159433457069099
120.50000 9167357.252576349303126 4907675.277973229996860
121.00000 9132425.185353012755513 4890169.699625384993851
121.50000 9097758.603933881968260 4872788.101794570684433
122.00000 9063354.492697054520249 4855529.180272415280342
122.50000 9029209.881507195532322 4838391.648922797292471
123.00000 8995321.844860862940550 4821374.239373330958188
123.50000 8961687.501052143052220 4804475.700713054277003
124.00000 8928304.011356862261891 4787694.799196282401681
124.50000 8895168.579233715310693 4771030.317952420562506
125.00000 8862278.449545124545693 4754481.056701210327446
125.50000 8829630.907793756574392 4738045.831474224105477
126.00000 8797223.279376240447164 4721723.474341331981122
126.50000 8765052.928853720426559 4705512.833142925053835
127.00000 8733117.259237421676517 4689412.771227245219052
127.50000 8701413.711291013285518 4673422.167192982509732
128.00000 8669939.762847062200308 4657539.914636791683733
128.50000 8638692.928138541057706 4641764.921905988827348
129.00000 8607670.757145000621676 4626096.111855716444552
129.50000 8576870.834952889010310 4610532.421611046418548
130.00000 8546290.781128715723753 4595072.802333823405206
130.50000 8515928.249106464907527 4579716.218993624672294
131.00000 8485780.925587840378284 4564461.650143456645310
131.50000 8455846.529954761266708 4549308.087699804455042
132.00000 8426122.813694663345814 4534254.536726464517415
132.50000 8396607.559837816283107 4519300.015223132446408
133.00000 8367298.582406423054636 4504443.553917309269309
133.50000 8338193.725874888710678 4489684.196060853078961
134.00000 8309290.864642149768770 4475020.997229957953095
134.50000 8280587.902513876557350 4460453.025128820911050
135.00000 8252082.772196033969522 4445979.359397610649467
135.50000 8223773.434798937290907 4431599.091423351317644
136.00000 8195657.879350881092250 4417311.324154486879706
136.50000 8167734.122322723269463 4403115.171919536776841
137.00000 8140000.207160727120936 4389009.760248167440295
137.50000 8112454.203830497339368 4374994.225696361623704
138.00000 8085094.208368869498372 4361067.715674390085042
138.50000 8057918.342445361427963 4347229.388278060592711
139.00000 8030924.752932791598141 4333478.412123338319361
139.50000 8004111.611485465429723 4319813.966183502227068
140.00000 7977477.114127262495458 4306235.239629683084786
140.50000 7951019.480846271850169 4292741.431674267165363
141.00000 7924736.955198987387121 4279331.751416814513505
141.50000 7898627.803921248763800 4266005.417693482711911
142.00000 7872690.316547449678183 4252761.658928161486983
142.50000 7846922.805036837235093 4239599.712987255305052
143.00000 7821323.603407490067184 4226518.827036675065756
143.50000 7795891.067377354018390 4213518.257401243783534
144.00000 7770623.574011846445501 4200597.269426775164902
144.50000 7745519.521379152312875 4187755.137344853021204
145.00000 7720577.328211024403572 4174991.144139616750181
145.50000 7695795.433571344241500 4162304.581417010165751
146.00000 7671172.296530181542039 4149694.749276749324054
146.50000 7646706.395844423212111 4137160.956185875460505
147.00000 7622396.229644531384110 4124702.518855035770684
147.50000 7598240.315127135254443 4112318.762116878759116
148.00000 7574237.188253344967961 4100009.018806315958500
148.50000 7550385.403453364036977 4087772.629643266554922
149.00000 7526683.533335860818624 4075608.943117000162601
149.50000 7503130.168403298594058 4063517.315372837707400
150.00000 7479723.916772395372391 4051497.110100702848285
