B sxx sxy
39.50000 7623440.206745759584010 1325030.351819567382336
40.00000 7606754.522668136283755 1335335.629911285825074
40.50000 7590046.436475040391088 1345488.347234178101644
41.00000 7573318.194428927265108 1355489.761686199810356
41.50000 7556571.987039853818715 1365341.148457942064852
42.00000 7539809.949895092286170 1375043.798682064982131
42.50000 7523034.164714314974844 1384599.018160161329433
43.00000 7506246.660296265967190 1394008.126101004658267
43.50000 7489449.413660004734993 1403272.453925422159955
44.00000 7472644.350843740627170 1412393.344061007257551
44.50000 7455833.348026924766600 1421372.148838754510507
45.00000 7439018.232289816252887 1430210.229354045586661
45.50000 7422200.782466912642121 1438908.954379342030734
46.00000 7405382.730382140725851 1447469.699383752653375
46.50000 7388566.575295174494386 1455893.845682443585247
47.00000 7371752.312159357592463 1464182.778704407857731
47.50000 7354942.368825833313167 1472337.888266201363876
48.00000 7338138.297369777224958 1480360.566839651437476
48.50000 7321341.607304993085563 1488252.208969974890351
49.00000 7304553.766184247098863 1496014.210377989336848
49.50000 7287776.200556966476142 1503647.967196251731366
50.00000 7271010.296893598511815 1511154.875225400319323
50.50000 7254257.402401578612626 1518536.329198034945875
51.00000 7237518.825829229317605 1525793.722102615050972
51.50000 7220795.838164607062936 1532928.444496834883466
52.00000 7204089.673535539768636 1539941.883895693579689
52.50000 7187401.529954284429550 1546835.424181616399437
53.00000 7170732.570091170258820 1553610.445010646944866
53.50000 7154083.922082563862205 1560268.321288251783699
54.00000 7137456.680054269731045 1566810.422579255420715
54.50000 7120851.905303429812193 1573238.112724536098540
55.00000 7104270.626783305779099 1579552.749334685038775
55.50000 7087713.841949322260916 1585755.683383396361023
56.00000 7071182.517263532616198 1591848.258752200752497
56.50000 7054678.399733800441027 1597831.811990984948352
57.00000 7038200.762676147744060 1603707.671282199677080
57.50000 7021751.306519010104239 1609477.157169796060771
58.00000 7005330.880795546807349 1615141.581512778298929
58.50000 6988940.307583064772189 1620702.247389184543863
59.00000 6972580.382015015929937 1626160.448750247946009
59.50000 6956251.872976819053292 1631517.470188799314201
60.00000 6939955.523588404059410 1636774.586663002381101
60.50000 6923692.052012693136930 1641933.063324476359412
61.00000 6907462.151841486804187 1646994.155265199020505
61.50000 6891266.492957403883338 1651959.107383263297379
62.00000 6875105.721948693506420 1656829.154176777228713
62.50000 6858980.462596331723034 1661605.519546313909814
63.00000 6842891.316344539634883 1666289.416631864383817
63.50000 6826838.862886273302138 1670882.047678629169241
64.00000 6810823.660803396254778 1675384.603955784812570
64.50000 6794846.248040323145688 1679798.265617401106283
65.00000 6778907.142570186406374 1684124.201651396695524
65.50000 6763006.842852007597685 1688363.569787234067917
66.00000 6747145.828203134238720 1692517.516402680892497
66.50000 6731324.559362522326410 1696587.176478996872902
67.00000 6715543.478712130337954 1700573.673468436114490
67.50000 6699803.010863084346056 1704478.119297772878781
68.00000 6684103.563143564388156 1708301.614329837495461
68.50000 6668445.525998119264841 1712045.247339330147952
69.00000 6652829.273522392846644 1715710.095526280347258
69.50000 6637255.163841755129397 1719297.224488836014643
70.00000 6621723.539426047354937 1722807.688201986253262
70.50000 6606235.251791981980205 1726242.529217503499240
71.00000 6590789.557664502412081 1729602.778109278762713
71.50000 6575387.287133998237550 1732889.454207419184968
72.00000 6560028.724325524643064 1736103.565157446777448
72.50000 6544714.139592911116779 1739246.107033416396007
73.00000 6529443.790078477934003 1742318.064446370350197
73.50000 6514217.919924245215952 1745320.410549227148294
74.00000 6499036.760670321993530 1748254.107088829623535
74.50000 6483900.531622942537069 1751120.104470101650804
75.00000 6468809.440076772123575 1753919.341777520952746
75.50000 6453763.681822043843567 1756652.746887429850176
76.00000 6438763.441322553902864 1759321.236496795667335
76.50000 6423808.892086915671825 1761925.716199082788080
77.00000 6408900.196933079510927 1764467.080546450801194
77.50000 6394037.508140256628394 1766946.213071712292731
78.00000 6379220.967757475562394 1769363.986362651456147
78.50000 6364450.707945987582207 1771721.262168511981145
79.00000 6349726.851231094449759 1774018.891477196244523
79.50000 6335049.510857184417546 1776257.714621484279633
80.00000 6320418.790961910970509 1778438.561334243044257
80.50000 6305834.786927573382854 1780562.250848429510370
81.00000 6291297.585641271434724 1782629.591993735870346
81.50000 6276807.265607899054885 1784641.383249241625890
82.00000 6262363.897329069674015 1786598.412893717177212
82.50000 6247967.543422946706414 1788501.459051534533501
83.00000 6233618.258913557976484 1790351.289822391932830
83.50000 6219316.091490506194532 1792148.663376159034669
84.00000 6205061.081598952412605 1793894.328020796412602
84.50000 6190853.262602366507053 1795589.022256162716076
85.00000 6176692.660981913097203 1797233.474879359593615
85.50000 6162579.296559077687562 1798828.405092374188825
86.00000 6148513.182820999994874 1800374.522643282776698
86.50000 6134494.326967715285718 1801872.527883823961020
87.00000 6120522.730227334424853 1803323.111905182246119
87.50000 6106598.387964840978384 1804726.956617618212476
88.00000 6092721.289844263345003 1806084.734846277628094
88.50000 6078891.420033118687570 1807397.110439222771674
89.00000 6065108.757378367707133 1808664.738373829284683
89.50000 6051373.275440519675612 1809888.264809829415753
90.00000 6037685.462901128455997 1811068.327369705773890
90.50000 6024044.238794701173902 1812205.554717916762456
91.00000 6010450.086702695116401 1813300.567404837347567
91.50000 5996902.960994957014918 1814353.977453492349014
92.00000 5983402.811785165220499 1815366.388661409262568
92.50000 5969949.584926127456129 1816338.396639248589054
93.00000 5956543.222050841897726 1817270.588884528260678
93.50000 5943183.660660981200635 1818163.544863237766549
94.00000 5929870.834287757985294 1819017.836104417685419
94.50000 5916604.672656994313002 1819834.026328778360039
95.00000 5903385.101916993036866 1820612.671573542058468
95.50000 5890212.044609632343054 1821354.320245558628812
96.00000 5877085.419929261319339 1822059.513254513964057
96.50000 5864005.143748606555164 1822728.784082624595612
97.00000 5850971.128717178478837 1823362.658874757355079
97.50000 5837983.284454778768122 1823961.656559622613713
98.00000 5825041.517572492361069 1824526.288909576833248
98.50000 5812145.731751324608922 1825057.060629588318989
99.00000 5799295.827955124899745 1825554.469481350854039
99.50000 5786491.704410672187805 1826019.006336945341900
100.00000 5773733.256777236238122 1826451.155291872099042
100.50000 5761020.378226608969271 1826851.393751042429358
101.00000 5748352.959444019012153 1827220.192481929436326
101.50000 5735730.888867815956473 1827558.015759208705276
102.00000 5723154.052664520218968 1827865.321410686243325
102.50000 5710622.334859558381140 1828142.560920612886548
103.00000 5698135.617481508292258 1828390.179541760589927
103.50000 5685693.780588994733989 1828608.616364069283009
104.00000 5673296.702300416305661 1828798.304373477818444
104.50000 5660944.258816811256111 1828959.670511585893109
105.00000 5648636.324378584511578 1829093.135703149717301
105.50000 5636372.771554965525866 1829199.115035343216732
106.00000 5624153.471218472346663 1829278.017787616932765
106.50000 5611978.292753722518682 1829330.247561027063057
107.00000 5599847.104065652005374 1829356.202332183718681
107.50000 5587759.771652343682945 1829356.274535542353988
108.00000 5575716.160595124587417 1829330.851131007075310
108.50000 5563716.134709693491459 1829280.313700557919219
109.00000 5551759.556501939892769 1829205.038493561558425
109.50000 5539846.287269976921380 1829105.396506045246497
110.00000 5527976.187184555456042 1828981.753567419480532
110.50000 5516149.115271492861211 1828834.470391202485189
111.00000 5504364.929548220708966 1828663.902662318898365
111.50000 5492623.487010873854160 1828470.401097222464159
112.00000 5480924.643708176910877 1828254.311510857660323
112.50000 5469268.254818367771804 1828015.974902247078717
113.00000 5457654.174592287279665 1827755.727482019225135
113.50000 5446082.256552468053997 1827473.900792961707339
114.00000 5434552.353393539786339 1827170.821723784087226
114.50000 5423064.317129072733223 1826846.812612625770271
115.00000 5411617.999089449644089 1826502.191293852170929
115.50000 5400213.249918253161013 1826137.271144136786461
116.00000 5388849.919707128778100 1825752.361181290587410
116.50000 5377527.857981289736927 1825347.766105658840388
117.00000 5366246.913740695454180 1824923.786362521350384
117.50000 5355006.935526937246323 1824480.718215537955984
118.00000 5343807.771511482074857 1824018.853832827648148
118.50000 5332649.269460705108941 1823538.481315497774631
119.00000 5321531.575524955056608 1823039.884870784822851
119.50000 5310453.936308604665101 1822523.344288239954039
120.00000 5299416.499852395616472 1821989.135808721883222
120.50000 5288419.112376917153597 1821437.531688343966380
121.00000 5277461.619835115037858 1820868.800379653926939
121.50000 5266543.867990782484412 1820283.206611184868962
122.00000 5255665.702402432449162 1819681.011417260859162
122.50000 5244826.968445300124586 1819062.472190548200160
123.00000 5234027.511361152864993 1818427.842743223533034
123.50000 5223267.176272670738399 1817777.373353066155687
124.00000 5212545.808179383166134 1817111.310800048289821
124.50000 5201863.252023626118898 1816429.898437887663022
125.00000 5191219.352683409117162 1815733.376227356493473
125.50000 5180613.954967651516199 1815021.980777255026624
126.00000 5170046.903690353967249 1814295.945411155233160
126.50000 5159518.043638586066663 1813555.500188954407349
127.00000 5149027.219684999436140 1812800.871978855691850
127.50000 5138574.276771778240800 1812032.284484628587961
128.00000 5128159.059938276186585 1811249.958305811742321
128.50000 5117781.414303828030825 1810454.110968926688656
129.00000 5107441.185098091140389 1809644.956982035888359
129.50000 5097138.217693187296391 1808822.707873771199957
130.00000 5086872.357559720985591 1807987.572224146686494
130.50000 5076643.450369513593614 1807139.755724727874622
131.00000 5066451.341965913772583 1806279.461210356792435
131.50000 5056295.878363325260580 1805406.888694538734853
132.00000 5046176.905822710134089 1804522.235425690654665
132.50000 5036094.270773670636117 1803625.695900369668379
133.00000 5026047.819924880750477 1802717.461928580189124
133.50000 5016037.400236257351935 1801797.722663338994607
134.00000 5006062.858896368183196 1800866.664622141979635
134.50000 4996124.043419248424470 1799924.471756156999618
135.00000 4986220.801550142467022 1798971.325446746079251
135.50000 4976352.981379340402782 1798007.404579124180600
136.00000 4966520.431308534927666 1797032.885562711162493
136.50000 4956723.000030988827348 1796047.942351203178987
137.00000 4946960.536624554544687 1795052.746513623744249
137.50000 4937232.890473336912692 1794047.467228821711615
138.00000 4927539.911360749974847 1793032.271357693709433
138.50000 4917881.449548660777509 1792007.323514775838703
139.00000 4908257.355631757527590 1790972.786026188870892
139.50000 4898667.480594228021801 1789928.818982572294772
140.00000 4889111.675721422769129 1788875.580216800794005
140.50000 4879589.792592262849212 1787813.225323011400178
141.00000 4870101.683262487873435 1786741.907780499663204
141.50000 4860647.200152365490794 1785661.778921285644174
142.00000 4851226.196146865375340 1784572.988010823028162
142.50000 4841838.524576268158853 1783475.682262897491455
143.00000 4832484.039213655516505 1782370.006864584749565
143.50000 4823162.594299878925085 1781256.105014013359323
144.00000 4813874.044494498521090 1780134.117919040145352
144.50000 4804618.244944354519248 1779004.184858449967578
145.00000 4795395.051256396807730 1777866.443191863596439
145.50000 4786204.319513633847237 1776721.028391805011779
146.00000 4777045.906252810731530 1775568.074055478442460
146.50000 4767919.668517704121768 1774407.711956915445626
147.00000 4758825.463812566362321 1773240.072044900618494
147.50000 4749763.150157840922475 1772065.282495791791007
148.00000 4740732.586055007763207 1770883.469717526109889
148.50000 4731733.630489966832101 1769694.758373419288546
149.00000 4722766.142977314069867 1768499.271428050938994
149.50000 4713829.983530842699111 1767297.130153682781383
150.00000 4704925.012661768123507 1766088.454150278819725
